AreaCode,Area,Year,Series,Value
558,Nicaragua,2010,"Percentage of male and female intentional homicide victims, Male",25
558,Nicaragua,2010,"Percentage of male and female intentional homicide victims, Female",2.7
558,Nicaragua,2010,"Assault rate per 100,000 population",319.7
558,Nicaragua,2010,"Kidnapping at the national level, rate per 100,000",0.1
558,Nicaragua,2010,"Theft at the national level, rate per 100,000 population",182.2
558,Nicaragua,2010,"Robbery at the national level, rate per 100,000 population",495.5
558,Nicaragua,2010,"Total Sexual Violence at the national level, rate per 100,000",63.2
558,Nicaragua,2015,"Intentional homicide rates per 100,000",8.6
558,Nicaragua,2015,"Percentage of male and female intentional homicide victims, Male",15.3
558,Nicaragua,2015,"Percentage of male and female intentional homicide victims, Female",2.1
562,Niger,2012,"Intentional homicide rates per 100,000",4.4
562,Niger,2012,"Percentage of male and female intentional homicide victims, Male",6.9
562,Niger,2012,"Percentage of male and female intentional homicide victims, Female",2
566,Nigeria,2005,"Intentional homicide rates per 100,000",11.8
566,Nigeria,2010,"Intentional homicide rates per 100,000",10.7
566,Nigeria,2010,"Assault rate per 100,000 population",11.4
566,Nigeria,2010,"Kidnapping at the national level, rate per 100,000",0.5
566,Nigeria,2010,"Theft at the national level, rate per 100,000 population",12.9
566,Nigeria,2010,"Robbery at the national level, rate per 100,000 population",1.4
566,Nigeria,2010,"Total Sexual Violence at the national level, rate per 100,000",1.1
566,Nigeria,2013,"Assault rate per 100,000 population",9.5
566,Nigeria,2013,"Kidnapping at the national level, rate per 100,000",0.3
566,Nigeria,2013,"Theft at the national level, rate per 100,000 population",13.9
566,Nigeria,2013,"Robbery at the national level, rate per 100,000 population",1.1
566,Nigeria,2013,"Total Sexual Violence at the national level, rate per 100,000",1
566,Nigeria,2015,"Intentional homicide rates per 100,000",9.8
566,Nigeria,2015,"Percentage of male and female intentional homicide victims, Male",14.6
566,Nigeria,2015,"Percentage of male and female intentional homicide victims, Female",5
570,Niue,2012,"Intentional homicide rates per 100,000",0
578,Norway,2005,"Intentional homicide rates per 100,000",0.7
578,Norway,2005,"Percentage of male and female intentional homicide victims, Male",0.8
578,Norway,2005,"Percentage of male and female intentional homicide victims, Female",0.6
578,Norway,2005,"Assault rate per 100,000 population",64
578,Norway,2005,"Theft at the national level, rate per 100,000 population","2,996.70"
578,Norway,2005,"Robbery at the national level, rate per 100,000 population",31.3
578,Norway,2005,"Total Sexual Violence at the national level, rate per 100,000",42.4
578,Norway,2010,"Intentional homicide rates per 100,000",0.6
578,Norway,2010,"Percentage of male and female intentional homicide victims, Male",0.6
578,Norway,2010,"Percentage of male and female intentional homicide victims, Female",0.6
578,Norway,2010,"Assault rate per 100,000 population",59.8
578,Norway,2010,"Theft at the national level, rate per 100,000 population","2,590.00"
578,Norway,2010,"Robbery at the national level, rate per 100,000 population",34.5
578,Norway,2010,"Total Sexual Violence at the national level, rate per 100,000",50.1
578,Norway,2014,"Intentional homicide rates per 100,000",0.6
578,Norway,2014,"Percentage of male and female intentional homicide victims, Male",0.6
578,Norway,2014,"Percentage of male and female intentional homicide victims, Female",0.5
578,Norway,2014,"Assault rate per 100,000 population",46.2
578,Norway,2014,"Theft at the national level, rate per 100,000 population","2,193.70"
578,Norway,2014,"Robbery at the national level, rate per 100,000 population",20.7
578,Norway,2014,"Total Sexual Violence at the national level, rate per 100,000",51.6
578,Norway,2015,"Intentional homicide rates per 100,000",0.5
578,Norway,2015,"Percentage of male and female intentional homicide victims, Male",0.4
578,Norway,2015,"Percentage of male and female intentional homicide victims, Female",0.5
512,Oman,2005,"Intentional homicide rates per 100,000",2.1
512,Oman,2008,"Intentional homicide rates per 100,000",1.7
512,Oman,2008,"Assault rate per 100,000 population",78.5
512,Oman,2008,"Kidnapping at the national level, rate per 100,000",0.3
512,Oman,2008,"Theft at the national level, rate per 100,000 population",207.9
512,Oman,2008,"Robbery at the national level, rate per 100,000 population",9.6
512,Oman,2008,"Total Sexual Violence at the national level, rate per 100,000",6.9
512,Oman,2010,"Intentional homicide rates per 100,000",1.6
512,Oman,2014,"Intentional homicide rates per 100,000",0.7
512,Oman,2014,"Percentage of male and female intentional homicide victims, Male",0.8
512,Oman,2014,"Percentage of male and female intentional homicide victims, Female",0.4
158,Other non-specified areas,2001,"Intentional homicide rates per 100,000",1.4
158,Other non-specified areas,2010,"Intentional homicide rates per 100,000",0.8
158,Other non-specified areas,2015,"Intentional homicide rates per 100,000",0.8
158,Other non-specified areas,2015,"Percentage of male and female intentional homicide victims, Male",138.7
158,Other non-specified areas,2015,"Percentage of male and female intentional homicide victims, Female",53.3
586,Pakistan,2005,"Intentional homicide rates per 100,000",6.4
586,Pakistan,2010,"Intentional homicide rates per 100,000",7.7
586,Pakistan,2015,"Intentional homicide rates per 100,000",5
586,Pakistan,2015,"Percentage of male and female intentional homicide victims, Male",7.5
586,Pakistan,2015,"Percentage of male and female intentional homicide victims, Female",2.3
585,Palau,2012,"Intentional homicide rates per 100,000",3.1
591,Panama,2005,"Intentional homicide rates per 100,000",10.9
591,Panama,2005,"Percentage of male and female intentional homicide victims, Male",19.6
591,Panama,2005,"Percentage of male and female intentional homicide victims, Female",2.2
591,Panama,2005,"Kidnapping at the national level, rate per 100,000",0.5
591,Panama,2005,"Theft at the national level, rate per 100,000 population",421.1
591,Panama,2005,"Robbery at the national level, rate per 100,000 population",158.1
591,Panama,2005,"Total Sexual Violence at the national level, rate per 100,000",23.6
591,Panama,2010,"Intentional homicide rates per 100,000",12.6
591,Panama,2010,"Percentage of male and female intentional homicide victims, Male",23.4
591,Panama,2010,"Percentage of male and female intentional homicide victims, Female",1.7
591,Panama,2010,"Assault rate per 100,000 population",167.4
591,Panama,2010,"Kidnapping at the national level, rate per 100,000",1.1
591,Panama,2010,"Theft at the national level, rate per 100,000 population",504.4
591,Panama,2010,"Robbery at the national level, rate per 100,000 population",262.6
591,Panama,2010,"Total Sexual Violence at the national level, rate per 100,000",27.8
591,Panama,2015,"Intentional homicide rates per 100,000",11.3
591,Panama,2015,"Percentage of male and female intentional homicide victims, Male",20
591,Panama,2015,"Percentage of male and female intentional homicide victims, Female",2.5
591,Panama,2015,"Assault rate per 100,000 population",72.4
591,Panama,2015,"Kidnapping at the national level, rate per 100,000",0.4
591,Panama,2015,"Theft at the national level, rate per 100,000 population",480.4
591,Panama,2015,"Robbery at the national level, rate per 100,000 population",207.9
591,Panama,2015,"Total Sexual Violence at the national level, rate per 100,000",80.2
598,Papua New Guinea,2000,"Intentional homicide rates per 100,000",8.3
598,Papua New Guinea,2007,"Intentional homicide rates per 100,000",7.8
598,Papua New Guinea,2007,"Percentage of male and female intentional homicide victims, Male",11.9
598,Papua New Guinea,2007,"Percentage of male and female intentional homicide victims, Female",3.6
600,Paraguay,2005,"Intentional homicide rates per 100,000",15.3
600,Paraguay,2005,"Assault rate per 100,000 population",38.6
600,Paraguay,2005,"Kidnapping at the national level, rate per 100,000",0
600,Paraguay,2010,"Intentional homicide rates per 100,000",11.9
600,Paraguay,2010,"Percentage of male and female intentional homicide victims, Male",21.2
600,Paraguay,2010,"Percentage of male and female intentional homicide victims, Female",2.4
600,Paraguay,2010,"Assault rate per 100,000 population",31.4
600,Paraguay,2010,"Kidnapping at the national level, rate per 100,000",0.1
600,Paraguay,2010,"Theft at the national level, rate per 100,000 population",502.1
600,Paraguay,2010,"Robbery at the national level, rate per 100,000 population",220.3
600,Paraguay,2010,"Total Sexual Violence at the national level, rate per 100,000",54.7
600,Paraguay,2015,"Intentional homicide rates per 100,000",9.3
600,Paraguay,2015,"Percentage of male and female intentional homicide victims, Male",16.6
600,Paraguay,2015,"Percentage of male and female intentional homicide victims, Female",1.7
600,Paraguay,2015,"Assault rate per 100,000 population",10.3
600,Paraguay,2015,"Kidnapping at the national level, rate per 100,000",0
600,Paraguay,2015,"Theft at the national level, rate per 100,000 population",572.7
600,Paraguay,2015,"Robbery at the national level, rate per 100,000 population",317.2
600,Paraguay,2015,"Total Sexual Violence at the national level, rate per 100,000",74.8
604,Peru,2005,"Assault rate per 100,000 population",53.2
604,Peru,2005,"Kidnapping at the national level, rate per 100,000",1.8
604,Peru,2005,"Theft at the national level, rate per 100,000 population",189.9
604,Peru,2005,"Robbery at the national level, rate per 100,000 population",165.1
604,Peru,2010,"Assault rate per 100,000 population",64.9
604,Peru,2010,"Kidnapping at the national level, rate per 100,000",1.6
604,Peru,2010,"Theft at the national level, rate per 100,000 population",190.1
604,Peru,2010,"Robbery at the national level, rate per 100,000 population",193.4
604,Peru,2010,"Total Sexual Violence at the national level, rate per 100,000",18
604,Peru,2015,"Intentional homicide rates per 100,000",7.2
604,Peru,2015,"Percentage of male and female intentional homicide victims, Male",11.7
604,Peru,2015,"Percentage of male and female intentional homicide victims, Female",2.6
604,Peru,2015,"Assault rate per 100,000 population",79
604,Peru,2015,"Kidnapping at the national level, rate per 100,000",0.7
604,Peru,2015,"Theft at the national level, rate per 100,000 population",301.1
604,Peru,2015,"Robbery at the national level, rate per 100,000 population",264.4
604,Peru,2015,"Total Sexual Violence at the national level, rate per 100,000",18.2
608,Philippines,2005,"Intentional homicide rates per 100,000",7.5
608,Philippines,2005,"Kidnapping at the national level, rate per 100,000",0.1
608,Philippines,2005,"Theft at the national level, rate per 100,000 population",13
608,Philippines,2005,"Robbery at the national level, rate per 100,000 population",9
608,Philippines,2010,"Intentional homicide rates per 100,000",9.5
608,Philippines,2010,"Percentage of male and female intentional homicide victims, Male",16.2
608,Philippines,2010,"Percentage of male and female intentional homicide victims, Female",2.7
608,Philippines,2010,"Kidnapping at the national level, rate per 100,000",0
608,Philippines,2010,"Theft at the national level, rate per 100,000 population",78.4
608,Philippines,2010,"Robbery at the national level, rate per 100,000 population",38.8
608,Philippines,2010,"Total Sexual Violence at the national level, rate per 100,000",2.3
608,Philippines,2012,"Intentional homicide rates per 100,000",8.8
608,Philippines,2012,"Percentage of male and female intentional homicide victims, Male",15.1
608,Philippines,2012,"Percentage of male and female intentional homicide victims, Female",2.3
608,Philippines,2012,"Kidnapping at the national level, rate per 100,000",0
608,Philippines,2012,"Theft at the national level, rate per 100,000 population",45.4
608,Philippines,2012,"Robbery at the national level, rate per 100,000 population",28.1
608,Philippines,2012,"Total Sexual Violence at the national level, rate per 100,000",1.9
608,Philippines,2014,"Intentional homicide rates per 100,000",9.7
608,Philippines,2014,"Theft at the national level, rate per 100,000 population",113.8
608,Philippines,2014,"Robbery at the national level, rate per 100,000 population",44.1
608,Philippines,2015,"Intentional homicide rates per 100,000",9.5
616,Poland,2005,"Intentional homicide rates per 100,000",1.4
